2023-01-19 17:31:53 [INFO] ...are/nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb.lua:23: 	"New session gdb"
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:138: 	{ "function Win:_adjust_jump_win_view(", 21, 5, ")" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/app.lua:267: 	{ "function App:on_buf_leave()" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:84: 	{ "function Win:is_jump_window_active()" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:71: 	{ "function Win:_has_jump_win()" }
2023-01-19 17:32:00 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:112: 	{ "function Keymaps:dispatch_unset()" }
2023-01-19 17:32:00 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:98: 	{ "function Keymaps:_dispatch(", "unset_keymaps", ")" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/app.lua:256: 	{ "function App:on_buf_enter()" }
2023-01-19 17:32:00 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:24: 	{ "function Keymaps:set_dispatch_active(", true, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:01 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:170: 	"new state: paused"
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 10, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 582, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:168: 	"prev state: paused"
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:114: 	{ "function ParserImpl:_query_b()" }
2023-01-19 17:32:01 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:115: 	"_query_b"
2023-01-19 17:32:01 [DEBUG] ...ack/packer/start/nvim-gdb/lua/nvimgdb/parser_actions.lua:38: 	{ "function ParserActions:query_breakpoints()" }
2023-01-19 17:32:01 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:265: 	{ "function Win:query_breakpoints()" }
2023-01-19 17:32:01 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:71: 	{ "function Win:_has_jump_win()" }
2023-01-19 17:32:01 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:78: 	{ "function Breakpoint:query(", 1, "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", ")" }
2023-01-19 17:32:01 [INFO] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:79: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:32:01 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/backend/gdb.lua:49: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:32:01 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:62: 	{ "function Proxy:query(", "handle-command info breakpoints", ")" }
2023-01-19 17:32:01 [INFO] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:63: 	"Query handle-command info breakpoints"
2023-01-19 17:32:01 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:44: 	{ "function Proxy:_ensure_connected()" }
2023-01-19 17:32:01 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:33: 	{ "function Breakpoint:clear_signs()" }
2023-01-19 17:32:01 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:44: 	{ "function Breakpoint:_set_signs(", 1, ")" }
2023-01-19 17:32:01 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "sign_breakpoint_priority", ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:01 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:170: 	"new state: paused"
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "b" }, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"b"
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 583, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 583, ")" }
2023-01-19 17:32:01 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "t" }, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"t"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 584, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 584, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\r", "\27[?2004l\r" }, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\r"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004l\r"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 586, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "#0  \27[34m0x0000555555678138\27[m in \27[33mcmb\27[m (\27[36mx\27[m=std::vector of length 0, capacity 2, \27[36ml\27[m=std::vector of length 1, capacity 1 = {...}, \27[36mr\27[m=std::vector of length 1, capacity 1 = {...}) at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:21\r", "#1  \27[34m0x0000555555678c8e\27[m in \27[33mbuild\27[m () at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:32\r", "" }, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"#0  \27[34m0x0000555555678138\27[m in \27[33mcmb\27[m (\27[36mx\27[m=std::vector of length 0, capacity 2, \27[36ml\27[m=std::vector of length 1, capacity 1 = {...}, \27[36mr\27[m=std::vector of length 1, capacity 1 = {...}) at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:21\r"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"#1  \27[34m0x0000555555678c8e\27[m in \27[33mbuild\27[m () at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:32\r"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 880, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "#2  \27[34m0x0000555555679eaa\27[m in \27[33msolve\27[m () at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:58\r", "#3  \27[34m0x000055555567a6bc\27[m in \27[33mmain\27[m () at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:73\r", "" }, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"#2  \27[34m0x0000555555679eaa\27[m in \27[33msolve\27[m () at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:58\r"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"#3  \27[34m0x000055555567a6bc\27[m in \27[33mmain\27[m () at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:73\r"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1044, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\27[?2004h(gdb) \26\26\26" }, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004h(gdb) \26\26\26"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1053, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 586, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 467, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 880, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 173, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1044, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 9, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1053, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:168: 	"prev state: paused"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:114: 	{ "function ParserImpl:_query_b()" }
2023-01-19 17:32:02 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:115: 	"_query_b"
2023-01-19 17:32:02 [DEBUG] ...ack/packer/start/nvim-gdb/lua/nvimgdb/parser_actions.lua:38: 	{ "function ParserActions:query_breakpoints()" }
2023-01-19 17:32:02 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:265: 	{ "function Win:query_breakpoints()" }
2023-01-19 17:32:02 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:71: 	{ "function Win:_has_jump_win()" }
2023-01-19 17:32:02 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:78: 	{ "function Breakpoint:query(", 1, "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", ")" }
2023-01-19 17:32:02 [INFO] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:79: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:32:02 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/backend/gdb.lua:49: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:32:02 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:62: 	{ "function Proxy:query(", "handle-command info breakpoints", ")" }
2023-01-19 17:32:02 [INFO] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:63: 	"Query handle-command info breakpoints"
2023-01-19 17:32:02 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:44: 	{ "function Proxy:_ensure_connected()" }
2023-01-19 17:32:02 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:33: 	{ "function Breakpoint:clear_signs()" }
2023-01-19 17:32:02 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:44: 	{ "function Breakpoint:_set_signs(", 1, ")" }
2023-01-19 17:32:02 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "sign_breakpoint_priority", ")" }
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:02 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:170: 	"new state: paused"
2023-01-19 17:32:02 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:04 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "p" }, ")" }
2023-01-19 17:32:04 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"p"
2023-01-19 17:32:04 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1054, ")" }
2023-01-19 17:32:04 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1054, ")" }
2023-01-19 17:32:04 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:04 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { " " }, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	" "
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1055, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1055, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "l" }, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"l"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1056, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1056, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "p" }, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"p"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1057, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1057, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\r", "\27[?2004l\r" }, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\r"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004l\r"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1059, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "$1 = 0\r", "\27[?2004h(gdb) \26\26\26" }, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"$1 = 0\r"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004h(gdb) \26\26\26"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1075, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1059, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 16, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1075, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:168: 	"prev state: paused"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:114: 	{ "function ParserImpl:_query_b()" }
2023-01-19 17:32:05 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:115: 	"_query_b"
2023-01-19 17:32:05 [DEBUG] ...ack/packer/start/nvim-gdb/lua/nvimgdb/parser_actions.lua:38: 	{ "function ParserActions:query_breakpoints()" }
2023-01-19 17:32:05 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:265: 	{ "function Win:query_breakpoints()" }
2023-01-19 17:32:05 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:71: 	{ "function Win:_has_jump_win()" }
2023-01-19 17:32:05 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:78: 	{ "function Breakpoint:query(", 1, "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", ")" }
2023-01-19 17:32:05 [INFO] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:79: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:32:05 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/backend/gdb.lua:49: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:32:05 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:62: 	{ "function Proxy:query(", "handle-command info breakpoints", ")" }
2023-01-19 17:32:05 [INFO] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:63: 	"Query handle-command info breakpoints"
2023-01-19 17:32:05 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:44: 	{ "function Proxy:_ensure_connected()" }
2023-01-19 17:32:05 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:33: 	{ "function Breakpoint:clear_signs()" }
2023-01-19 17:32:05 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:44: 	{ "function Breakpoint:_set_signs(", 1, ")" }
2023-01-19 17:32:05 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "sign_breakpoint_priority", ")" }
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:05 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:170: 	"new state: paused"
2023-01-19 17:32:05 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "p" }, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"p"
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1076, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1076, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { " " }, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	" "
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1077, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1077, ")" }
2023-01-19 17:32:14 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "l" }, ")" }
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"l"
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 1078, ")" }
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 1078, ")" }
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\r", "\27[?2004l\r" }, ")" }
2023-01-19 17:32:15 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\r"
